date,membership_tier,daily_visitors,new_registrations,inactive_members,net_change,return_rate,avg_ticket_price,daily_revenue,arpv,fast_pass_attachment_rate,avg_ancillary_spend,month,dow
2025-07-03,vip_pass,274,66,5,61,0.7983,249.0,114390.07,417.48,0.9632,111.65,7,3
2025-07-04,standard_pass,4628,967,92,875,0.6401,79.0,721152.69,155.82,0.2132,64.24,7,4
2025-07-04,premium_pass,3130,681,62,619,0.7559,139.0,814626.97,260.26,0.4687,93.61,7,4
2025-07-04,vip_pass,395,93,7,86,0.8367,249.0,161876.86,409.81,0.9478,104.89,7,4
2025-07-05,standard_pass,5441,1198,108,1090,0.5623,79.0,751331.74,138.09,0.1628,49.48,7,5
2025-07-05,premium_pass,2892,674,57,617,0.7754,139.0,741595.58,256.43,0.6124,81.3,7,5
2025-07-05,vip_pass,395,95,7,88,0.8417,249.0,173311.54,438.76,0.9923,131.22,7,5
2025-07-06,standard_pass,5015,936,100,836,0.6078,79.0,665187.99,132.64,0.1347,45.69,7,6
2025-07-06,premium_pass,2600,560,52,508,0.7827,139.0,608658.78,234.1,0.4958,65.85,7,6
2025-07-06,vip_pass,418,94,8,86,0.8335,249.0,165306.29,395.47,0.815,98.38,7,6
2025-07-07,standard_pass,3085,576,61,515,0.648,79.0,458951.97,148.77,0.2122,57.25,7,0
2025-07-07,premium_pass,1587,258,31,227,0.7179,139.0,402814.31,253.82,0.503,85.15,7,0
2025-07-07,vip_pass,232,55,4,51,0.7779,249.0,102228.52,440.64,1.0,132.64,7,0
2025-07-08,standard_pass,3207,493,64,429,0.6392,79.0,487317.07,151.95,0.1178,66.01,7,1
2025-07-08,premium_pass,1882,419,37,382,0.76,139.0,489886.07,260.3,0.6035,85.69,7,1
2025-07-08,vip_pass,232,53,4,49,0.7748,249.0,97719.72,421.21,0.9343,117.08,7,1
2025-07-09,standard_pass,3021,462,60,402,0.7057,79.0,482133.57,159.59,0.1313,72.85,7,2
2025-07-09,premium_pass,1881,423,37,386,0.798,139.0,460925.24,245.04,0.5603,72.99,7,2
2025-07-09,vip_pass,274,41,5,36,0.8533,249.0,112941.38,412.19,0.9457,107.4,7,2
2025-07-10,standard_pass,3623,824,72,752,0.6204,79.0,544797.21,150.37,0.1606,61.9,7,3
2025-07-10,premium_pass,1841,333,36,297,0.759,139.0,482230.5,261.94,0.6118,86.85,7,3
2025-07-10,vip_pass,307,52,6,46,0.8191,249.0,133888.91,436.12,1.0,128.12,7,3
2025-07-11,standard_pass,4579,697,91,606,0.6022,79.0,759351.67,165.83,0.286,69.96,7,4
2025-07-11,premium_pass,2399,586,47,539,0.7656,139.0,573416.73,239.02,0.5288,68.83,7,4
2025-07-11,vip_pass,343,80,6,74,0.8075,249.0,135399.02,394.75,0.9774,88.08,7,4
2025-07-12,standard_pass,4698,932,93,839,0.6558,79.0,777380.6,165.47,0.2247,73.21,7,5
2025-07-12,premium_pass,2942,617,58,559,0.7512,126.29,743110.65,252.59,0.5865,91.69,7,5
2025-07-12,vip_pass,440,91,8,83,0.838,249.0,184082.79,418.37,0.8876,117.0,7,5
2025-07-13,standard_pass,4914,812,98,714,0.6655,66.34,716003.5,145.71,0.1577,70.06,7,6
2025-07-13,premium_pass,2709,538,54,484,0.7953,139.0,704776.66,260.16,0.5018,91.56,7,6
2025-07-13,vip_pass,434,98,8,90,0.7996,249.0,182440.03,420.37,0.9036,118.06,7,6
2025-07-14,standard_pass,2591,605,51,554,0.6374,79.0,376366.91,145.26,0.142,57.88,7,0
2025-07-14,premium_pass,1643,257,32,225,0.7925,139.0,404404.83,246.14,0.5537,74.47,7,0
2025-07-14,vip_pass,233,51,4,47,0.8718,249.0,91564.06,392.98,0.9059,90.53,7,0
2025-07-15,standard_pass,3106,523,62,461,0.7445,79.0,478685.39,154.12,0.2753,58.87,7,1
2025-07-15,premium_pass,1689,292,33,259,0.7477,139.0,405410.69,240.03,0.5844,66.55,7,1
2025-07-15,vip_pass,266,52,5,47,0.7912,249.0,109560.04,411.88,0.8507,112.69,7,1
2025-07-16,standard_pass,3347,802,66,736,0.6413,79.0,467645.47,139.72,0.2538,45.75,7,2
2025-07-16,premium_pass,1825,437,36,401,0.7215,139.0,459665.87,251.87,0.5329,81.43,7,2
2025-07-16,vip_pass,264,58,5,53,0.8393,249.0,115363.81,436.98,0.9551,131.63,7,2
2025-07-17,standard_pass,3226,532,64,468,0.654,64.84,417144.16,129.31,0.1773,54.0,7,3
2025-07-17,premium_pass,1888,397,37,360,0.7669,139.0,460341.79,243.83,0.6142,68.59,7,3
2025-07-17,vip_pass,308,46,6,40,0.8233,249.0,125118.03,406.23,0.9341,102.12,7,3
2025-07-18,standard_pass,4225,932,84,848,0.5985,79.0,681651.7,161.34,0.2613,66.92,7,4
2025-07-18,premium_pass,2266,342,45,297,0.7174,139.0,544624.84,240.35,0.5738,67.49,7,4
2025-07-18,vip_pass,351,59,7,52,0.7999,201.11,136355.36,388.48,0.9263,132.71,7,4
2025-07-19,standard_pass,4632,1022,92,930,0.5558,79.0,776631.92,167.67,0.2597,73.35,7,5
2025-07-19,premium_pass,3073,645,61,584,0.6873,139.0,775597.2,252.39,0.5473,81.1,7,5
2025-07-19,vip_pass,422,73,8,65,0.8128,230.46,154303.55,365.65,0.8272,86.38,7,5
2025-07-20,standard_pass,5132,841,102,739,0.66,79.0,798570.16,155.61,0.248,61.97,7,6
2025-07-20,premium_pass,2701,453,54,399,0.7415,139.0,654359.97,242.27,0.6325,65.95,7,6
2025-07-20,vip_pass,391,92,7,85,0.8438,249.0,154489.29,395.11,0.913,92.24,7,6
2025-07-21,standard_pass,2667,630,53,577,0.67,79.0,363842.12,136.42,0.1427,49.0,7,0
2025-07-21,premium_pass,1533,371,30,341,0.766,139.0,387288.1,252.63,0.6546,75.01,7,0
2025-07-21,vip_pass,249,46,4,42,0.8545,249.0,108228.88,434.65,0.8743,134.07,7,0
2025-07-22,standard_pass,2938,711,58,653,0.6408,79.0,453987.27,154.52,0.2885,58.5,7,1
2025-07-22,premium_pass,1853,364,37,327,0.7296,139.0,477797.14,257.85,0.5493,86.44,7,1
2025-07-22,vip_pass,257,56,5,51,0.8254,229.73,106182.18,413.16,0.8293,134.49,7,1
2025-07-23,standard_pass,3147,475,62,413,0.6642,79.0,495950.22,157.59,0.1688,68.64,7,2
2025-07-23,premium_pass,1778,402,35,367,0.7166,139.0,430033.46,241.86,0.6391,65.15,7,2
2025-07-23,vip_pass,264,62,5,57,0.8651,249.0,104827.2,397.07,0.9064,94.59,7,2
2025-07-24,standard_pass,3440,690,68,622,0.6216,79.0,476164.53,138.42,0.2074,47.18,7,3
2025-07-24,premium_pass,1816,347,36,311,0.764,139.0,470549.77,259.11,0.5693,86.53,7,3
2025-07-24,vip_pass,283,62,5,57,0.8681,249.0,111397.62,393.63,0.9258,90.01,7,3
2025-07-25,standard_pass,4425,667,88,579,0.6084,79.0,734698.56,166.03,0.2144,74.38,7,4
2025-07-25,premium_pass,2477,574,49,525,0.6932,139.0,680738.55,274.82,0.7572,91.15,7,4
2025-07-25,vip_pass,376,67,7,60,0.7849,249.0,155368.47,413.21,0.9323,109.21,7,4
2025-07-26,standard_pass,5320,1274,106,1168,0.6415,79.0,755762.75,142.06,0.2175,50.23,7,5
2025-07-26,premium_pass,2981,454,59,395,0.7551,120.03,670428.32,224.9,0.5782,70.75,7,5
2025-07-26,vip_pass,449,106,8,98,0.8245,249.0,181736.94,404.76,0.9143,101.82,7,5
2025-07-27,standard_pass,4976,762,99,663,0.662,79.0,798064.84,160.38,0.1806,70.73,7,6
2025-07-27,premium_pass,2558,438,51,387,0.7231,139.0,665912.33,260.33,0.6087,85.41,7,6
2025-07-27,vip_pass,386,89,7,82,0.7821,249.0,162704.38,421.51,0.9945,113.84,7,6
2025-07-28,standard_pass,2660,506,53,453,0.618,79.0,389661.12,146.49,0.1358,59.48,7,0
2025-07-28,premium_pass,1809,324,36,288,0.7913,139.0,454373.59,251.17,0.5598,79.15,7,0
2025-07-28,vip_pass,216,41,4,37,0.8509,249.0,87328.93,404.3,0.9026,102.05,7,0
2025-07-29,standard_pass,3055,715,61,654,0.6121,70.29,459125.61,150.29,0.1585,70.64,7,1
2025-07-29,premium_pass,1725,386,34,352,0.7075,125.99,438860.96,254.41,0.6528,89.91,7,1
2025-07-29,vip_pass,261,39,5,34,0.876,230.51,104088.87,398.81,0.941,112.78,7,1
2025-07-30,standard_pass,3329,822,66,756,0.6417,79.0,537049.37,161.32,0.1718,72.19,7,2
2025-07-30,premium_pass,1873,392,37,355,0.775,128.09,450819.98,240.69,0.6061,76.84,7,2
2025-07-30,vip_pass,264,50,5,45,0.8504,249.0,115098.85,435.98,0.9207,132.66,7,2
2025-07-31,standard_pass,3169,704,63,641,0.6671,79.0,497082.71,156.86,0.2697,61.94,7,3
2025-07-31,premium_pass,2117,491,42,449,0.7043,139.0,522418.87,246.77,0.5534,75.12,7,3
2025-07-31,vip_pass,299,52,5,47,0.83,227.38,113601.18,379.94,0.9111,98.8,7,3
2025-08-01,standard_pass,3972,630,79,551,0.6782,79.0,612854.94,154.29,0.1844,64.41,8,4
2025-08-01,premium_pass,2539,553,50,503,0.7487,139.0,671889.89,264.63,0.5817,91.31,8,4
2025-08-01,vip_pass,349,74,6,68,0.8022,228.5,141845.66,406.43,1.0,118.94,8,4
2025-08-02,standard_pass,4661,1118,93,1025,0.6124,79.0,736171.24,157.94,0.1701,68.91,8,5
2025-08-02,premium_pass,2742,447,54,393,0.7689,139.0,710453.41,259.1,0.5224,89.28,8,5
2025-08-02,vip_pass,425,97,8,89,0.8677,249.0,167901.06,395.06,0.8933,93.36,8,5
2025-08-03,standard_pass,4098,772,81,691,0.6435,79.0,684611.15,167.06,0.2367,74.09,8,6
2025-08-03,premium_pass,2386,545,47,498,0.7449,139.0,567659.11,237.91,0.5767,64.89,8,6
2025-08-03,vip_pass,380,67,7,60,0.8273,249.0,157289.01,413.92,1.0,105.92,8,6
2025-08-04,standard_pass,2908,701,58,643,0.6685,79.0,434558.53,149.44,0.2373,56.43,8,0
2025-08-04,premium_pass,1597,339,31,308,0.6754,139.0,416190.29,260.61,0.5571,88.74,8,0
2025-08-04,vip_pass,220,49,4,45,0.8153,249.0,89670.79,407.59,0.9059,105.15,8,0
2025-08-05,standard_pass,2570,594,51,543,0.6816,65.27,371385.2,144.51,0.1279,71.69,8,1
2025-08-05,premium_pass,1696,415,33,382,0.7732,139.0,430747.42,253.98,0.5583,82.04,8,1
2025-08-05,vip_pass,251,57,5,52,0.859,249.0,104697.87,417.12,0.8257,119.41,8,1
2025-08-06,standard_pass,2724,500,54,446,0.6377,79.0,371746.26,136.47,0.1926,46.11,8,2
2025-08-06,premium_pass,1659,300,33,267,0.77,139.0,407616.38,245.7,0.6941,65.75,8,2
2025-08-06,vip_pass,237,47,4,43,0.8091,249.0,95879.35,404.55,0.9172,101.44,8,2
2025-08-07,standard_pass,3278,583,65,518,0.6941,79.0,478391.0,145.94,0.2391,52.83,8,3
2025-08-07,premium_pass,1794,352,35,317,0.7206,139.0,427654.63,238.38,0.5794,65.19,8,3
2025-08-07,vip_pass,272,66,5,61,0.8618,224.96,104868.3,385.55,0.9347,105.44,8,3
2025-08-08,standard_pass,3781,719,75,644,0.6566,79.0,547941.62,144.92,0.1962,54.34,8,4
2025-08-08,premium_pass,2165,511,43,468,0.8331,139.0,534419.82,246.85,0.5674,74.37,8,4
2025-08-08,vip_pass,314,70,6,64,0.802,249.0,130004.83,414.03,0.9537,108.76,8,4
2025-08-09,standard_pass,4639,1024,92,932,0.6949,79.0,693668.58,149.53,0.2839,53.78,8,5
2025-08-09,premium_pass,2637,511,52,459,0.7373,112.09,569663.94,216.03,0.5999,68.54,8,5
2025-08-09,vip_pass,360,73,7,66,0.8429,249.0,147660.46,410.17,0.9526,104.96,8,5
2025-08-10,standard_pass,4526,1045,90,955,0.7082,69.9,613779.67,135.61,0.2246,52.46,8,6
2025-08-10,premium_pass,2600,554,52,502,0.7272,139.0,628772.74,241.84,0.5445,70.71,8,6
2025-08-10,vip_pass,348,71,6,65,0.8426,249.0,145762.93,418.86,0.9623,113.08,8,6
2025-08-11,standard_pass,2793,622,55,567,0.6749,79.0,434166.21,155.45,0.2386,62.37,8,0
2025-08-11,premium_pass,1540,329,30,299,0.7823,139.0,384466.38,249.65,0.5757,76.69,8,0
2025-08-11,vip_pass,206,39,4,35,0.8161,249.0,89547.97,434.7,0.8651,134.66,8,0
2025-08-12,standard_pass,3127,504,62,442,0.6365,79.0,472953.7,151.25,0.1997,60.47,8,1
2025-08-12,premium_pass,1683,289,33,256,0.7261,139.0,436528.39,259.38,0.6337,82.99,8,1
2025-08-12,vip_pass,234,53,4,49,0.8128,249.0,102409.93,437.65,0.9636,131.8,8,1
2025-08-13,standard_pass,2811,433,56,377,0.6917,79.0,460834.77,163.94,0.2094,72.59,8,2
2025-08-13,premium_pass,1769,283,35,248,0.7919,114.8,372839.28,210.76,0.6022,60.43,8,2
2025-08-13,vip_pass,255,60,5,55,0.8129,249.0,103409.41,405.53,0.9683,99.4,8,2
2025-08-14,standard_pass,3428,816,68,748,0.6614,69.5,489338.4,142.75,0.2973,55.7,8,3
2025-08-14,premium_pass,1963,443,39,404,0.7381,111.63,449080.21,228.77,0.5955,82.01,8,3
2025-08-14,vip_pass,271,67,5,62,0.7804,249.0,115609.75,426.6,0.8699,126.28,8,3
2025-08-15,standard_pass,4368,1006,87,919,0.7073,79.0,649246.68,148.64,0.1681,59.72,8,4
2025-08-15,premium_pass,2210,369,44,325,0.7412,139.0,555858.14,251.52,0.5577,79.61,8,4
2025-08-15,vip_pass,327,71,6,65,0.7665,249.0,128053.59,391.6,0.9195,88.35,8,4
2025-08-16,standard_pass,5058,1108,101,1007,0.7006,79.0,800898.64,158.34,0.1855,68.4,8,5
2025-08-16,premium_pass,2722,525,54,471,0.7114,139.0,725586.94,266.56,0.6024,92.02,8,5
2025-08-16,vip_pass,428,101,8,93,0.8401,249.0,168742.32,394.26,0.9379,89.92,8,5
2025-08-17,standard_pass,4953,889,99,790,0.6491,79.0,775104.65,156.49,0.1999,65.7,8,6
2025-08-17,premium_pass,2671,421,53,368,0.739,139.0,688254.94,257.68,0.5246,87.73,8,6
2025-08-17,vip_pass,370,58,7,51,0.8032,208.15,144412.84,390.3,0.9183,127.98,8,6
2025-08-18,standard_pass,2905,675,58,617,0.6133,79.0,453185.56,156.0,0.1754,66.66,8,0
2025-08-18,premium_pass,1716,279,34,245,0.7532,139.0,449772.22,262.11,0.5675,89.62,8,0
2025-08-18,vip_pass,231,56,4,52,0.8561,249.0,99493.09,430.71,0.9212,127.36,8,0
2025-08-19,standard_pass,2737,464,54,410,0.5906,79.0,399492.69,145.96,0.3213,48.0,8,1
2025-08-19,premium_pass,1579,355,31,324,0.7415,139.0,399695.42,253.13,0.5482,81.79,8,1
2025-08-19,vip_pass,220,51,4,47,0.8548,249.0,88379.54,401.73,0.9148,98.75,8,1
2025-08-20,standard_pass,1554,233,31,202,0.6208,79.0,240703.59,154.89,0.224,62.68,8,2
2025-08-20,premium_pass,932,156,18,138,0.7386,139.0,229734.7,246.5,0.617,71.09,8,2
2025-08-20,vip_pass,143,22,2,20,0.8533,249.0,61850.1,432.52,0.8834,131.4,8,2
2025-08-21,standard_pass,1741,412,34,378,0.6614,79.0,255464.44,146.73,0.218,54.87,8,3
2025-08-21,premium_pass,1110,260,22,238,0.7661,128.65,250070.02,225.29,0.5175,66.11,8,3
2025-08-21,vip_pass,134,25,2,23,0.8632,249.0,55068.82,410.96,0.932,106.97,8,3
2025-08-22,standard_pass,2035,457,40,417,0.5999,79.0,321973.63,158.22,0.3245,60.07,8,4
2025-08-22,premium_pass,1259,284,25,259,0.7813,139.0,304574.52,241.92,0.5861,68.34,8,4
2025-08-22,vip_pass,199,40,3,37,0.8457,249.0,84941.96,426.84,0.858,127.22,8,4
2025-08-23,standard_pass,2579,574,51,523,0.6437,79.0,409568.78,158.81,0.1789,69.25,8,5
2025-08-23,premium_pass,1415,251,28,223,0.7853,139.0,361568.56,255.53,0.5134,86.23,8,5
2025-08-23,vip_pass,217,50,4,46,0.7992,249.0,94479.28,435.39,0.9114,132.62,8,5
2025-08-24,standard_pass,2658,552,53,499,0.6675,79.0,392074.21,147.51,0.2299,54.94,8,6
2025-08-24,premium_pass,1604,379,32,347,0.7379,139.0,373099.81,232.61,0.4811,65.22,8,6
2025-08-24,vip_pass,228,43,4,39,0.8238,249.0,88967.83,390.21,0.9324,86.2,8,6
2025-08-25,standard_pass,1566,325,31,294,0.6346,79.0,218668.82,139.64,0.2272,47.23,8,0
2025-08-25,premium_pass,831,176,16,160,0.8099,139.0,204637.2,246.25,0.639,69.56,8,0
2025-08-25,vip_pass,117,19,2,17,0.8405,249.0,46827.98,400.24,0.9725,93.86,8,0
2025-08-26,standard_pass,1698,380,33,347,0.6198,79.0,291119.31,171.45,0.3062,74.38,8,1
2025-08-26,premium_pass,977,176,19,157,0.7636,139.0,244189.43,249.94,0.6103,74.93,8,1
2025-08-26,vip_pass,123,19,2,17,0.8013,249.0,54214.51,440.77,0.9659,134.78,8,1
2025-08-27,standard_pass,1532,302,30,272,0.6676,79.0,228657.32,149.25,0.2506,55.47,8,2
2025-08-27,premium_pass,967,202,19,183,0.7445,139.0,249170.19,257.67,0.5969,83.46,8,2
2025-08-27,vip_pass,138,29,2,27,0.8018,203.46,49311.74,357.33,0.8727,102.38,8,2
2025-08-28,standard_pass,1859,391,37,354,0.6641,79.0,264982.27,142.54,0.2252,50.26,8,3
2025-08-28,premium_pass,1025,220,20,200,0.7387,139.0,254840.83,248.63,0.5519,77.06,8,3
2025-08-28,vip_pass,136,29,2,27,0.7817,202.1,49393.4,363.19,0.9577,104.58,8,3
2025-08-29,standard_pass,2077,389,41,348,0.6736,79.0,319028.51,153.6,0.3269,55.31,8,4
2025-08-29,premium_pass,1331,314,26,288,0.76,139.0,333657.62,250.68,0.6594,72.78,8,4
2025-08-29,vip_pass,200,30,4,26,0.8251,249.0,82541.19,412.71,0.9232,109.24,8,4
2025-08-30,standard_pass,2398,426,47,379,0.6537,79.0,340574.95,142.02,0.2685,47.18,8,5
2025-08-30,premium_pass,1584,348,31,317,0.7565,139.0,413612.09,261.12,0.7009,80.76,8,5
2025-08-30,vip_pass,205,50,4,46,0.7792,249.0,88336.88,430.91,0.9598,125.28,8,5
2025-08-31,standard_pass,2341,419,46,373,0.615,79.0,337679.45,144.25,0.2768,48.91,8,6
2025-08-31,premium_pass,1541,241,30,211,0.6952,139.0,397220.03,257.77,0.6301,81.59,8,6
2025-08-31,vip_pass,209,52,4,48,0.8165,249.0,80422.17,384.8,0.7749,90.08,8,6
2025-09-01,standard_pass,1168,64,23,41,0.6949,79.0,171480.68,146.82,0.2161,55.06,9,0
2025-09-01,premium_pass,646,57,12,45,0.772,139.0,150390.37,232.8,0.5069,63.9,9,0
2025-09-01,vip_pass,94,7,1,6,0.8211,249.0,37178.0,395.51,0.9554,90.14,9,0
2025-09-02,standard_pass,650,71,13,58,0.6451,79.0,101638.32,156.37,0.209,65.04,9,1
2025-09-02,premium_pass,439,45,8,37,0.7927,139.0,107433.65,244.72,0.5884,71.01,9,1
2025-09-02,vip_pass,60,5,1,4,0.8736,228.21,23077.15,384.62,0.8955,103.57,9,1
2025-09-03,standard_pass,686,51,13,38,0.6223,79.0,96110.7,140.1,0.2334,47.33,9,2
2025-09-03,premium_pass,478,47,9,38,0.7192,139.0,119283.95,249.55,0.4999,81.05,9,2
2025-09-03,vip_pass,65,5,1,4,0.8385,249.0,26594.88,409.15,0.9196,105.89,9,2
2025-09-04,standard_pass,764,79,15,64,0.6266,63.34,104717.79,137.07,0.2696,57.82,9,3
2025-09-04,premium_pass,457,54,9,45,0.6998,139.0,114156.35,249.8,0.5696,77.19,9,3
2025-09-04,vip_pass,67,3,1,2,0.8469,249.0,27139.52,405.07,0.9126,102.23,9,3
2025-09-05,standard_pass,1033,117,20,97,0.6512,79.0,141414.27,136.9,0.1309,50.17,9,4
2025-09-05,premium_pass,613,57,12,45,0.7166,139.0,160075.84,261.14,0.6473,83.95,9,4
2025-09-05,vip_pass,79,6,1,5,0.828,249.0,31332.88,396.62,0.9424,92.02,9,4
2025-09-06,standard_pass,1196,76,23,53,0.6692,74.01,167146.52,139.75,0.2527,50.84,9,5
2025-09-06,premium_pass,701,83,14,69,0.7275,139.0,175147.41,249.85,0.565,77.52,9,5
2025-09-06,vip_pass,103,6,2,4,0.7917,249.0,43753.14,424.79,0.9778,118.1,9,5
2025-09-07,standard_pass,1126,120,22,98,0.6626,65.5,159552.97,141.7,0.1952,64.68,9,6
2025-09-07,premium_pass,708,47,14,33,0.7628,139.0,181055.55,255.73,0.4803,88.39,9,6
2025-09-07,vip_pass,99,5,1,4,0.8757,249.0,41515.06,419.34,0.91,116.66,9,6
2025-09-08,standard_pass,611,56,12,44,0.6585,79.0,88321.58,144.55,0.2052,53.45,9,0
2025-09-08,premium_pass,418,22,8,14,0.7007,139.0,109213.39,261.28,0.5147,91.91,9,0
2025-09-08,vip_pass,58,3,1,2,0.8369,249.0,23701.54,408.65,1.0,100.65,9,0
2025-09-09,standard_pass,724,61,14,47,0.5595,79.0,114054.76,157.53,0.1841,67.67,9,1
2025-09-09,premium_pass,412,48,8,40,0.7759,139.0,104277.73,253.1,0.5234,83.22,9,1
2025-09-09,vip_pass,63,6,1,5,0.8661,249.0,25836.34,410.1,0.836,111.78,9,1
2025-09-10,standard_pass,715,72,14,58,0.5758,79.0,121011.09,169.25,0.2591,74.96,9,2
2025-09-10,premium_pass,403,21,8,13,0.7419,139.0,96425.62,239.27,0.5978,65.0,9,2
2025-09-10,vip_pass,57,3,1,2,0.8728,249.0,24981.41,438.27,0.9386,133.89,9,2
2025-09-11,standard_pass,787,47,15,32,0.7092,79.0,117763.65,149.64,0.2012,58.76,9,3
2025-09-11,premium_pass,474,32,9,23,0.7023,139.0,119123.31,251.32,0.6,76.92,9,3
2025-09-11,vip_pass,64,4,1,3,0.8499,249.0,27676.05,432.44,0.8945,130.66,9,3
2025-09-12,standard_pass,953,55,19,36,0.6501,79.0,149791.99,157.18,0.209,65.85,9,4
2025-09-12,premium_pass,565,62,11,51,0.7328,115.92,129511.86,229.22,0.6255,76.4,9,4
2025-09-12,vip_pass,82,5,1,4,0.8457,249.0,34869.91,425.24,0.8873,123.89,9,4
2025-09-13,standard_pass,1128,75,22,53,0.6363,79.0,173822.69,154.1,0.2023,63.16,9,5
2025-09-13,premium_pass,714,69,14,55,0.72,139.0,172677.11,241.84,0.5189,72.23,9,5
2025-09-13,vip_pass,92,7,1,6,0.8171,249.0,39581.31,430.23,0.9081,127.66,9,5
2025-09-14,standard_pass,1070,58,21,37,0.6252,79.0,150791.62,140.93,0.2543,46.92,9,6
2025-09-14,premium_pass,625,65,12,53,0.7329,139.0,149789.85,239.66,0.6096,64.7,9,6
2025-09-14,vip_pass,86,10,1,9,0.8467,249.0,37410.33,435.0,1.0,127.0,9,6
2025-09-15,standard_pass,713,36,14,22,0.6659,79.0,116424.75,163.29,0.1663,74.47,9,0
2025-09-15,premium_pass,404,47,8,39,0.7614,139.0,107842.12,266.94,0.5644,94.63,9,0
2025-09-15,vip_pass,52,4,1,3,0.8204,249.0,22968.44,441.7,0.9895,134.32,9,0
2025-09-16,standard_pass,703,64,14,50,0.6167,70.21,93937.33,133.62,0.3056,45.38,9,1
2025-09-16,premium_pass,374,34,7,27,0.7346,139.0,87355.7,233.57,0.5541,61.88,9,1
2025-09-16,vip_pass,57,3,1,2,0.8843,249.0,23010.1,403.69,0.9648,97.76,9,1
2025-09-17,standard_pass,693,38,13,25,0.6688,79.0,100052.35,144.38,0.2148,52.7,9,2
2025-09-17,premium_pass,405,37,8,29,0.7829,139.0,102998.9,254.32,0.649,77.02,9,2
2025-09-17,vip_pass,58,4,1,3,0.863,249.0,24771.15,427.09,0.999,119.15,9,2
2025-09-18,standard_pass,819,91,16,75,0.6921,79.0,129896.4,158.6,0.2417,65.35,9,3
2025-09-18,premium_pass,502,38,10,28,0.7717,123.32,112825.93,224.75,0.6249,64.56,9,3
2025-09-18,vip_pass,72,7,1,6,0.7784,219.43,27445.76,381.19,0.9723,104.39,9,3
2025-09-19,standard_pass,927,98,18,80,0.6549,79.0,133726.62,144.26,0.2333,51.49,9,4
2025-09-19,premium_pass,560,36,11,25,0.7688,139.0,138791.37,247.84,0.5979,73.57,9,4
2025-09-19,vip_pass,82,4,1,3,0.8824,249.0,32477.94,396.07,0.817,98.87,9,4
2025-09-20,standard_pass,1170,97,23,74,0.6853,79.0,180043.3,153.88,0.1996,63.11,9,5
2025-09-20,premium_pass,740,81,14,67,0.7404,116.64,164437.52,222.21,0.607,69.75,9,5
2025-09-20,vip_pass,106,10,2,8,0.8418,249.0,45390.27,428.21,0.8683,127.98,9,5
2025-09-21,standard_pass,1233,79,24,55,0.6179,79.0,199876.95,162.11,0.1808,72.44,9,6
2025-09-21,premium_pass,671,68,13,55,0.7354,122.42,162223.11,241.76,0.5795,85.16,9,6
2025-09-21,vip_pass,89,8,1,7,0.8192,249.0,36688.89,412.23,0.9836,105.2,9,6
2025-09-22,standard_pass,695,71,13,58,0.6148,79.0,109018.74,156.86,0.2044,65.8,9,0
2025-09-22,premium_pass,424,32,8,24,0.733,139.0,102139.79,240.9,0.5377,70.17,9,0
2025-09-22,vip_pass,53,5,1,4,0.8305,249.0,21249.29,400.93,0.9088,98.31,9,0
2025-09-23,standard_pass,728,70,14,56,0.6291,79.0,122256.83,167.94,0.3196,70.08,9,1
2025-09-23,premium_pass,438,31,8,23,0.7552,118.22,103498.16,236.3,0.5375,86.36,9,1
2025-09-23,vip_pass,57,5,1,4,0.8046,249.0,24400.77,428.08,0.9609,122.39,9,1
2025-09-24,standard_pass,740,47,14,33,0.6747,79.0,105294.77,142.29,0.2221,50.19,9,2
2025-09-24,premium_pass,457,36,9,27,0.7963,139.0,120415.63,263.49,0.6102,88.49,9,2
2025-09-24,vip_pass,65,6,1,5,0.8374,249.0,25634.4,394.38,0.9072,91.85,9,2
2025-09-25,standard_pass,796,54,15,39,0.6747,73.59,111274.1,139.79,0.2673,50.43,9,3
2025-09-25,premium_pass,493,40,9,31,0.7222,139.0,125722.39,255.01,0.5568,83.17,9,3
2025-09-25,vip_pass,67,3,1,2,0.856,220.13,24561.1,366.58,0.9699,89.23,9,3
2025-09-26,standard_pass,1089,123,21,102,0.6635,79.0,176913.2,162.45,0.2305,69.86,9,4
2025-09-26,premium_pass,596,42,11,31,0.7299,139.0,140674.03,236.03,0.5252,66.04,9,4
2025-09-26,vip_pass,79,6,1,5,0.8443,249.0,33293.57,421.44,0.848,122.4,9,4
2025-09-27,standard_pass,1215,110,24,86,0.6091,79.0,175301.76,144.28,0.2174,52.46,9,5
2025-09-27,premium_pass,629,64,12,52,0.7368,114.06,132748.23,211.05,0.5242,66.06,9,5
2025-09-27,vip_pass,89,8,1,7,0.8179,249.0,35787.99,402.11,0.9736,95.67,9,5
2025-09-28,standard_pass,1094,66,21,45,0.613,79.0,180839.1,165.3,0.3127,67.85,9,6
2025-09-28,premium_pass,667,62,13,49,0.7448,139.0,173045.51,259.44,0.5986,85.12,9,6
2025-09-28,vip_pass,96,5,1,4,0.8124,249.0,37490.6,390.53,0.807,93.91,9,6
2025-09-29,standard_pass,729,75,14,61,0.7102,79.0,102390.04,140.45,0.2096,49.09,9,0
2025-09-29,premium_pass,372,32,7,25,0.7491,139.0,90935.86,244.45,0.5967,70.25,9,0
2025-09-29,vip_pass,52,5,1,4,0.8269,249.0,22415.39,431.07,0.947,126.19,9,0
2025-09-30,standard_pass,711,69,14,55,0.7031,71.45,89043.56,125.24,0.1221,46.58,9,1
